"id","slug","scheme_name","description","states","level","scheme_for","close_date","tags","created_at"
529,"mpppy","Mukhyamantri Pragatishil Pashupalak Protsahan Yojana","The ""Mukhyamantri Pragatisheel Pashupalak Protsahan Yojana"" is an initiative under the ""Nand Baba Milk Mission"" aimed to encourage the trend of rearing indigenous breed of cows with high quality and productivity in the state & motivate cattle farmers for breed improvement of cows, their better care.","[""Uttar Pradesh""]","State","Individual","None","[""Cow"", ""Milk Production"", ""Financial Assistance"", ""Opportunity"", ""Cattle Farmers""]","2026-03-11 22:54:38.789061+05:30"
530,"msgsy","Mukhyamantri Svadeshi Gau Samvardhan Yojana","The ""Mukhyamantri Svadeshi Gau Samvardhan Yojana"" under the ""Nand Baba Milk Mission"" aims to enhance milk productivity and per capita milk availability in Uttar Pradesh by encouraging the purchase of indigenous improved breed cows from outside the state and employment opportunities in rural areas. ","[""Uttar Pradesh""]","State","Individual","None","[""Milk Mission"", ""Production"", ""Financial Assistance"", ""Farmer"", ""Cow""]","2026-03-11 22:54:38.789063+05:30"
531,"speoepsgugmmapuy","Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General) under Mukhya Mantri Antyodaya Parivaar Utthan Yojana","Under this scheme, an unemployed resident of Haryana who is between 18 and 60 years of age can avail a 25% subsidy on the cost of livestock, provided they have taken a loan for establishing a 10+1 Piggery unit or a 15+1 Sheep/Goat unit.","[""Haryana""]","State","Individual","None","[""Antodayay"", ""Piggery Unit"", ""Sheep Unit"", ""Goat Unit"", ""Financial Assistance"", ""Subsidy"", ""Subsidy"", ""Unemployed"", ""Animal Husbandry""]","2026-03-11 22:54:38.789065+05:30"
532,"ersplsbsg","Establishment of Regional Semen Production Laboratory and Semen Bank for sheep and goat","Under the Establishment of Regional Semen Production Laboratory and Semen Bank for Sheep and Goat Scheme, the Central Government will provide assistance for the establishment of frozen semen production laboratories for goats and liquid semen production laboratories for sheep at the regional level.","[""All""]","Central","Individual","None","[""Sheep"", ""Goat"", ""Genetic Improvement"", ""Reproductive Technology"", ""Conservation"", ""Genetic Upgradation""]","2026-03-11 22:54:38.789067+05:30"
533,"mpy-mcpnpky","Matsya Pokhari Yojana","The ""Machha Chasa Pain Nua Pokhari Khola Yojana (Matsya Pokhari Yojana)"" aims to boost fish production in Odisha by creating new water bodies through pond excavation. It targets income generation & employment via freshwater aquaculture. Subsidies are available for pond areas between 0.2 to 2 hectare","[""Odisha""]","State","Individual","None","[""Fish Farmer"", ""Pond"", ""Subsidy"", ""Aquaculture""]","2026-03-11 22:54:38.789069+05:30"
534,"domoppe","Distribution of Manually Operated Plant Protection Equipment","The ""Distribution of Manually Operated Plant Protection Equipment"" scheme provides farmers with a subsidy of 50% on the cost of equipment to enhance agricultural practices.

","[""Tamil Nadu""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Equipment Distribution"", ""Manually Operated Equipment"", ""Plant Protection Equipment"", ""Subsidy""]","2026-03-11 22:54:38.789071+05:30"
535,"dogos","Distribution of Gypsum-Oil Seeds","The ""Distribution of Gypsum-Oil Seeds"" scheme provides a subsidy on the cost of gypsum material and transportation cost, to farmers who produce and supply Foundation and Certified Class seeds.

","[""Tamil Nadu""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Seed Distribution"", ""Gypsum"", ""Oil Seeds"", ""Subsidy""]","2026-03-11 22:54:38.789073+05:30"
536,"donpv","Distribution of Nuclear Poly Hedrosis Virus","The ""Distribution of Nuclear Poly Hedrosis Virus"" scheme provides subsidies for the distribution of Nuclear Poly Hedrosis Virus (NPV) to farmers raising seed farms with Pulses crops.

","[""Tamil Nadu""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Nuclear Poly Hedrosis Virus"", ""NPV"", ""Subsidy""]","2026-03-11 22:54:38.789075+05:30"
537,"qpsd","Quality Paddy Seed Distribution","The “Quality Paddy Seed Distribution” Scheme offers a subsidy of ₹5/- per kg on certified paddy seeds.
","[""Tamil Nadu""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Paddy"", ""Seed Production""]","2026-03-11 22:54:40.19955+05:30"
538,"ttf","Training to Farmers","The scheme “Training to Farmers” provides training to maize farmers across various districts, aiming to enhance farming practices and increase productivity.
","[""Tamil Nadu""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Maize"", ""Training""]","2026-03-11 22:54:40.199561+05:30"
539,"obd","Organizing Block Demonstration","The “Organizing Block Demonstration” scheme provides a 50% subsidy or ₹2,000/- (whichever is less) on input costs for demonstrating the cultivation of Pulses crops over 5 hectares.
","[""Tamil Nadu""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Block Demonstration"", ""Subsidy""]","2026-03-11 22:54:40.199565+05:30"
540,"obdtdaattnau","Organizing Block Demonstration Through Department And Also Through TNAU","The scheme ""Organizing Block Demonstration Through Department And Also Through TNAU"" offers grants to farmers for maize cultivation. Farmers can avail a subsidy for demonstrating cultivation practices on a 1-hectare plot.
","[""Tamil Nadu""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Block Demonstration"", ""Maize""]","2026-03-11 22:54:40.199567+05:30"
541,"pocsm","Production of Certified Seeds of Maize","The ""Production of Certified Seeds of Maize"" scheme, aims to promote the production of certified maize seeds by providing subsidy to farmers in select districts of Tamil Nadu.
","[""Tamil Nadu""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Certified Seeds"", ""Production Of Seeds"", ""Maize""]","2026-03-11 22:54:40.199569+05:30"
542,"fpy","Fal Podharopan Yojana","The objective of this scheme is to expand the area under fruit plantation in the district and increase the fruit production. This scheme is implemented in all the 52 districts of the state.","[""Madhya Pradesh""]","State","Individual","None","[""Fruit"", ""Plantation"", ""Farm"", ""Farmer"", ""Plant"", ""Crop"", ""Agriculture"", ""Horticulture""]","2026-03-11 22:54:40.199572+05:30"
543,"npvy","Nariwal Paudha Vitaran Yojana","The scheme aimed at promoting coconut cultivation in non-traditional areas like Bihar. Under this scheme, farmers and urban residents can obtain coconut saplings at a subsidized rate to encourage widespread plantation and utilization.
","[""Bihar""]","State","Individual","None","[""Agriculture"", ""Subsidy"", ""Plant Supply"", ""Financial Assistance"", ""Coconut Development""]","2026-03-11 22:54:40.199574+05:30"
544,"mbyavyb","Mukhyamantri Bagwani Mission: Anjeer Vikas Yojana","The Scheme aims to expand plantain cultivation across all districts in Bihar. Farmers can receive subsidies for up to 10 acres and access high-quality tissue-cultured plants for cultivation.
","[""Bihar""]","State","Individual","None","[""Agriculture"", ""Subsidy"", ""Plant Supply"", ""Financial Assistance"", ""Fig Development""]","2026-03-11 22:54:40.199577+05:30"
545,"pdduspby","Pandit Deen Dayal Upadhyay Samoohik Pashudhan Beema Yojana","The scheme ""Pandit Deen Dayal Upadhyay Samoohik Pashudhan Beema Yojana"" aims to provide socio-economic security to livestock farmers in the state by covering livestock under an insurance scheme. Financial protection against the risk of loss due to animal death is extended to livestock owners.","[""Haryana""]","State","Individual","None","[""Animal"", ""Husbandry"", ""Liverstock"", ""Scheduled Caste"", ""BPL"", ""Insurance"", ""Below Poverty Line"", ""SC""]","2026-03-11 22:54:40.199579+05:30"
546,"slisc","Special Livestock Insurance Scheme","""Special Livestock Insurance Scheme"" is a welfare initiative targeting SC families engaged in livestock rearing. The scheme provides free insurance for livestock, enhancing the economic security of resource-poor SC families. The scheme covers milch animals, sheep, goats, pigs, camels, etc;","[""Haryana""]","State","Individual","None","[""Liverstock"", ""Insurance"", ""Animal"", ""Scheduled Caste"", ""Employment"", ""Sheep"", ""Goat""]","2026-03-11 22:54:40.199581+05:30"
547,"psss","Panchayat Secretariat Strengthening Scheme","The ""Panchayat Secretariat Strengthening Scheme"" by the Panchayati Raj Department, Government of Jharkhand, aims to provide financial assistance of ₹15,000 per month to each Gram Panchayat for operational and maintenance purposes, ensuring efficient governance at the grassroots level.","[""Jharkhand""]","State","Individual","None","[""Financial Assistance"", ""Gram Panchayat"", ""Infrastructure Development""]","2026-03-11 22:54:41.605645+05:30"
548,"cmsmfops","Chief Minister Small and Marginal Farmers Older Pension Scheme","The ""Chief Minister Small and Marginal Farmers Older Pension Scheme"" by the Department of Social Justice and Empowerment, Government of Rajasthan, aims to provide financial assistance to elderly small and marginal farmers.","[""Rajasthan""]","State","Individual","None","[""Pension"", ""Farmers"", ""Old Age""]","2026-03-11 22:54:41.605656+05:30"
549,"afccdwt","To Assist the Farmers for Construction of Community Base Water Tank/Storage Structure for Efficient Use of Water Through Drip Irrigation","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to farmers for constructing community-based water tanks/storage structures to ensure efficient water use through drip irrigation.","[""Gujarat""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Water Resources"", ""Community Base Water Tank""]","2026-03-11 22:54:41.605659+05:30"
550,"avg","Arka Vertical Garden","""Arka Vertical Garden"" aims to promote vertical gardening in urban and peri-urban areas to increase self-sufficiency and produce pesticide-free vegetables. The scheme provides subsidized vertical garden structures to help families grow their choice of vegetables using vertical space.","[""Kerala""]","State","Individual","None","[""Garden"", ""Environment"", ""Plant"", ""Irrigation"", ""Subsidy""]","2026-03-11 22:54:41.605661+05:30"
551,"spafof","Scheme of Providing Assistance to Encourage Farmers for Adoption of Organic Farming","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to promote organic farming by providing financial assistance to farmers for certification, input subsidies, and residue testing. ","[""Gujarat""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Organic Farming""]","2026-03-11 22:54:41.605663+05:30"
552,"fsss","Farm Storage Structure Scheme","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to help farmers to protect their harvested crops from damage due to natural calamities and store them safely for better financial returns by selling at optimal prices.

","[""Gujarat""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Crop Protection"", ""Crop Storage""]","2026-03-11 22:54:41.605665+05:30"
553,"afpdccs","Assistance for Power Driven Chaff Cutter scheme","The ""Assistance for Power Driven Chaff Cutter Scheme"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, is designed to help farmers reduce fodder wastage and improve their dairy farming efficiency.","[""Gujarat""]","State","Individual","None","[""Animal Husbandry"", ""Dairy Farming"", ""Chaff Cutter""]","2026-03-11 22:54:41.605667+05:30"
554,"sefavc","Scheme to Encourage Farmers to Add Value to Crops","The scheme provides financial assistance to farmers across Gujarat in adding value to their crops by providing financial assistance for purchasing machinery.","[""Gujarat""]","State","Individual","None","[""Agriculture"", ""Value Addition In Crops"", ""Machinery Subsidy"", ""Farmer""]","2026-03-11 22:54:41.60567+05:30"
555,"cmfs","Mukhyamantri Matsya Sampada Yojana","The scheme aims to enhance fish production, generate employment opportunities, and improve the livelihoods of fish farmers by providing free training, field visits, and seminars on various fisheries-related activities.","[""Uttarakhand""]","State","Individual","None","[""Fisheries"", ""Fish"", ""Fish Farming"", ""Training""]","2026-03-11 22:54:41.605672+05:30"
556,"swhsds","Solar Water Heating System (Domestic Sector)","The scheme ""Solar Water Heating System (Domestic Sector)"" by the Renewable Energy Department, Haryana, aims to promote the use of solar energy for domestic water heating by providing a financial subsidy to the residents of Haryana and Haryana Government employees residing in Chandigarh.","[""Haryana""]","State","Individual","None","[""Renewable Energy"", ""Solar Water Heater"", ""Solar Energy"", ""Green Energy Initiative""]","2026-03-11 22:54:41.605673+05:30"
